vehicle_type,Maker,year,quarter,year_quarter,registrations,registrations_last_quarter,QoQ_growth_%
3W,ATUT SANGAM,2025,3,2025-Q3,202,571,64.62
3W,ATUT SANGAM,2025,4,2025-Q4,0,202,100
3W,AUDI AG,2024,1,2024-Q1,177,,
3W,AUDI AG,2024,2,2024-Q2,140,177,20.9
3W,AUDI AG,2024,3,2024-Q3,111,140,20.71
3W,AUDI AG,2024,4,2024-Q4,73,111,34.23
3W,AUM ENGINEERING AND WORKS,2024,1,2024-Q1,5,,
3W,AUM ENGINEERING AND WORKS,2024,2,2024-Q2,1,5,80
3W,AUM ENGINEERING AND WORKS,2024,3,2024-Q3,5,1,400
3W,AUM ENGINEERING AND WORKS,2024,4,2024-Q4,6,5,20
3W,AUTO CART LOGISTIC EQUIPMENT PVT LTD,2024,1,2024-Q1,0,,
3W,AUTO CART LOGISTIC EQUIPMENT PVT LTD,2024,2,2024-Q2,0,0,
3W,AUTO CART LOGISTIC EQUIPMENT PVT LTD,2024,3,2024-Q3,9,0,
3W,AUTO CART LOGISTIC EQUIPMENT PVT LTD,2024,4,2024-Q4,0,9,100
3W,AUTO SUPREME INDUSTRIES,2025,1,2025-Q1,0,,
3W,AUTO SUPREME INDUSTRIES,2025,2,2025-Q2,16,0,
3W,AUTO SUPREME INDUSTRIES,2025,3,2025-Q3,26,16,62.5
3W,AUTO SUPREME INDUSTRIES,2025,4,2025-Q4,0,26,100
3W,AUTOECO GREEN ENERGY PVT LTD,2023,1,2023-Q1,111,,
3W,AUTOECO GREEN ENERGY PVT LTD,2023,2,2023-Q2,115,111,3.6
3W,AUTOECO GREEN ENERGY PVT LTD,2023,3,2023-Q3,193,115,67.83
3W,AUTOECO GREEN ENERGY PVT LTD,2023,4,2023-Q4,161,193,16.58
3W,AUTOECO GREEN ENERGY PVT LTD,2024,1,2024-Q1,253,161,57.14
3W,AUTOECO GREEN ENERGY PVT LTD,2024,2,2024-Q2,189,253,25.3
3W,AUTOECO GREEN ENERGY PVT LTD,2024,3,2024-Q3,246,189,30.16
3W,AUTOECO GREEN ENERGY PVT LTD,2024,4,2024-Q4,167,246,32.11
3W,AUTOECO GREEN ENERGY PVT LTD,2025,1,2025-Q1,235,167,40.72
3W,AUTOECO GREEN ENERGY PVT LTD,2025,2,2025-Q2,191,235,18.72
3W,AUTOECO GREEN ENERGY PVT LTD,2025,3,2025-Q3,628,191,228.8
3W,AUTOECO GREEN ENERGY PVT LTD,2025,4,2025-Q4,0,628,100
3W,AUTOEXIM HOUSE LLP,2024,1,2024-Q1,0,,
3W,AUTOEXIM HOUSE LLP,2024,2,2024-Q2,0,0,
3W,AUTOEXIM HOUSE LLP,2024,3,2024-Q3,6,0,
3W,AUTOEXIM HOUSE LLP,2024,4,2024-Q4,26,6,333.33
3W,AUTOHAUS PRIVATE LIMITED,2023,1,2023-Q1,65,,
3W,AUTOHAUS PRIVATE LIMITED,2023,2,2023-Q2,16,65,75.38
3W,AUTOHAUS PRIVATE LIMITED,2023,3,2023-Q3,16,16,0
3W,AUTOHAUS PRIVATE LIMITED,2023,4,2023-Q4,6,16,62.5
3W,AUTOHAUS PRIVATE LIMITED,2024,1,2024-Q1,0,6,100
3W,AUTOHAUS PRIVATE LIMITED,2024,2,2024-Q2,2,0,
3W,AUTOHAUS PRIVATE LIMITED,2024,3,2024-Q3,1,2,50
3W,AUTOHAUS PRIVATE LIMITED,2024,4,2024-Q4,0,1,100
3W,AUTOHAUS PRIVATE LIMITED,2025,1,2025-Q1,1,0,
3W,AUTOHAUS PRIVATE LIMITED,2025,2,2025-Q2,0,1,100
3W,AUTOHAUS PRIVATE LIMITED,2025,3,2025-Q3,3,0,
3W,AUTOHAUS PRIVATE LIMITED,2025,4,2025-Q4,0,3,100
3W,AUTOLITE (INDIA) LIMITED,2023,1,2023-Q1,9,,
3W,AUTOLITE (INDIA) LIMITED,2023,2,2023-Q2,1,9,88.89
3W,AUTOLITE (INDIA) LIMITED,2023,3,2023-Q3,0,1,100
3W,AUTOLITE (INDIA) LIMITED,2023,4,2023-Q4,1,0,
3W,AUTOLITE (INDIA) LIMITED,2024,1,2024-Q1,0,1,100
3W,AUTOLITE (INDIA) LIMITED,2024,2,2024-Q2,1,0,
3W,AUTOLITE (INDIA) LIMITED,2024,3,2024-Q3,0,1,100
3W,AUTOLITE (INDIA) LIMITED,2024,4,2024-Q4,0,0,
3W,AUTOMOBILI LAMBORGHINI S.P.A,2024,1,2024-Q1,15,,
3W,AUTOMOBILI LAMBORGHINI S.P.A,2024,2,2024-Q2,26,15,73.33
3W,AUTOMOBILI LAMBORGHINI S.P.A,2024,3,2024-Q3,28,26,7.69
3W,AUTOMOBILI LAMBORGHINI S.P.A,2024,4,2024-Q4,27,28,3.57
3W,AUTOMOTIVE MANUFACTURERS PRIVATE LIMITED,2024,1,2024-Q1,0,,
3W,AUTOMOTIVE MANUFACTURERS PRIVATE LIMITED,2024,2,2024-Q2,0,0,
3W,AUTOMOTIVE MANUFACTURERS PRIVATE LIMITED,2024,3,2024-Q3,0,0,
3W,AUTOMOTIVE MANUFACTURERS PRIVATE LIMITED,2024,4,2024-Q4,1,0,
3W,AVL ELECTRIC VEHICLES PVT LTD,2023,1,2023-Q1,572,,
3W,AVL ELECTRIC VEHICLES PVT LTD,2023,2,2023-Q2,506,572,11.54
3W,AVL ELECTRIC VEHICLES PVT LTD,2023,3,2023-Q3,718,506,41.9
3W,AVL ELECTRIC VEHICLES PVT LTD,2023,4,2023-Q4,836,718,16.43
3W,AVL ELECTRIC VEHICLES PVT LTD,2024,1,2024-Q1,767,836,8.25
3W,AVL ELECTRIC VEHICLES PVT LTD,2024,2,2024-Q2,820,767,6.91
3W,AVL ELECTRIC VEHICLES PVT LTD,2024,3,2024-Q3,1003,820,22.32
3W,AVL ELECTRIC VEHICLES PVT LTD,2024,4,2024-Q4,872,1003,13.06
3W,AVL ELECTRIC VEHICLES PVT LTD,2025,1,2025-Q1,699,872,19.84
3W,AVL ELECTRIC VEHICLES PVT LTD,2025,2,2025-Q2,649,699,7.15
3W,AVL ELECTRIC VEHICLES PVT LTD,2025,3,2025-Q3,259,649,60.09
3W,AVL ELECTRIC VEHICLES PVT LTD,2025,4,2025-Q4,0,259,100
3W,AVON CYCLE LTD INDIA,2023,1,2023-Q1,10,,
3W,AVON CYCLE LTD INDIA,2023,2,2023-Q2,0,10,100
3W,AVON CYCLE LTD INDIA,2023,3,2023-Q3,0,0,
3W,AVON CYCLE LTD INDIA,2023,4,2023-Q4,0,0,
3W,AVON CYCLES LTD,2023,1,2023-Q1,215,,
3W,AVON CYCLES LTD,2023,2,2023-Q2,198,215,7.91
3W,AVON CYCLES LTD,2023,3,2023-Q3,196,198,1.01
3W,AVON CYCLES LTD,2023,4,2023-Q4,175,196,10.71
3W,AVON CYCLES LTD,2024,1,2024-Q1,193,175,10.29
3W,AVON CYCLES LTD,2024,2,2024-Q2,168,193,12.95
3W,AVON CYCLES LTD,2024,3,2024-Q3,144,168,14.29
3W,AVON CYCLES LTD,2024,4,2024-Q4,135,144,6.25
3W,AVON CYCLES LTD,2025,1,2025-Q1,104,135,22.96
3W,AVON CYCLES LTD,2025,2,2025-Q2,86,104,17.31
3W,AVON CYCLES LTD,2025,3,2025-Q3,254,86,195.35
3W,AVON CYCLES LTD,2025,4,2025-Q4,0,254,100
3W,AVTAR ENGINEERING WORKS,2024,1,2024-Q1,0,,
3W,AVTAR ENGINEERING WORKS,2024,2,2024-Q2,12,0,
3W,AVTAR ENGINEERING WORKS,2024,3,2024-Q3,4,12,66.67
3W,AVTAR ENGINEERING WORKS,2024,4,2024-Q4,3,4,25
3W,AWACHAT INDUSTRIES LTD,2024,1,2024-Q1,307,,
3W,AWACHAT INDUSTRIES LTD,2024,2,2024-Q2,337,307,9.77
3W,AWACHAT INDUSTRIES LTD,2024,3,2024-Q3,234,337,30.56
3W,AWACHAT INDUSTRIES LTD,2024,4,2024-Q4,595,234,154.27
3W,AYAAN ELECTRONIC PVT LTD,2024,1,2024-Q1,18,,
3W,AYAAN ELECTRONIC PVT LTD,2024,2,2024-Q2,7,18,61.11
3W,AYAAN ELECTRONIC PVT LTD,2024,3,2024-Q3,4,7,42.86
3W,AYAAN ELECTRONIC PVT LTD,2024,4,2024-Q4,1,4,75
3W,B24 ROKET EV,2023,1,2023-Q1,0,,
3W,B24 ROKET EV,2023,2,2023-Q2,0,0,
3W,B24 ROKET EV,2023,3,2023-Q3,0,0,
3W,B24 ROKET EV,2023,4,2023-Q4,28,0,
3W,B24 ROKET EV,2024,1,2024-Q1,232,28,728.57
3W,B24 ROKET EV,2024,2,2024-Q2,325,232,40.09
3W,B24 ROKET EV,2024,3,2024-Q3,314,325,3.38
3W,B24 ROKET EV,2024,4,2024-Q4,337,314,7.32
3W,B24 ROKET EV,2025,1,2025-Q1,517,337,53.41
3W,B24 ROKET EV,2025,2,2025-Q2,574,517,11.03
3W,B24 ROKET EV,2025,3,2025-Q3,208,574,63.76
3W,B24 ROKET EV,2025,4,2025-Q4,0,208,100
3W,BABA E-VEHICLES,2023,1,2023-Q1,267,,
3W,BABA E-VEHICLES,2023,2,2023-Q2,359,267,34.46
3W,BABA E-VEHICLES,2023,3,2023-Q3,453,359,26.18
3W,BABA E-VEHICLES,2023,4,2023-Q4,284,453,37.31
3W,BABA E-VEHICLES,2024,1,2024-Q1,199,284,29.93
3W,BABA E-VEHICLES,2024,2,2024-Q2,248,199,24.62
3W,BABA E-VEHICLES,2024,3,2024-Q3,180,248,27.42
3W,BABA E-VEHICLES,2024,4,2024-Q4,158,180,12.22
3W,BABA E-VEHICLES,2025,1,2025-Q1,102,158,35.44
3W,BABA E-VEHICLES,2025,2,2025-Q2,104,102,1.96
3W,BABA E-VEHICLES,2025,3,2025-Q3,250,104,140.38
3W,BABA E-VEHICLES,2025,4,2025-Q4,0,250,100
3W,BABA HARI DAS FABRICATION,2024,1,2024-Q1,3,,
3W,BABA HARI DAS FABRICATION,2024,2,2024-Q2,0,3,100
3W,BABA HARI DAS FABRICATION,2024,3,2024-Q3,0,0,
3W,BABA HARI DAS FABRICATION,2024,4,2024-Q4,0,0,
3W,BABA PRODUCT,2024,1,2024-Q1,52,,
3W,BABA PRODUCT,2024,2,2024-Q2,20,52,61.54
3W,BABA PRODUCT,2024,3,2024-Q3,5,20,75
3W,BABA PRODUCT,2024,4,2024-Q4,12,5,140
3W,BABAJI ENGINEERING TRAILOR WORKS,2024,1,2024-Q1,12,,
3W,BABAJI ENGINEERING TRAILOR WORKS,2024,2,2024-Q2,4,12,66.67
3W,BABAJI ENGINEERING TRAILOR WORKS,2024,3,2024-Q3,4,4,0
3W,BABAJI ENGINEERING TRAILOR WORKS,2024,4,2024-Q4,3,4,25
3W,BADSHAH ENTERPRISES,2024,1,2024-Q1,0,,
3W,BADSHAH ENTERPRISES,2024,2,2024-Q2,0,0,
3W,BADSHAH ENTERPRISES,2024,3,2024-Q3,0,0,
3W,BADSHAH ENTERPRISES,2024,4,2024-Q4,23,0,
3W,BADSHAH ENTERPRISES,2025,1,2025-Q1,40,23,73.91
3W,BADSHAH ENTERPRISES,2025,2,2025-Q2,150,40,275
3W,BADSHAH ENTERPRISES,2025,3,2025-Q3,252,150,68
3W,BADSHAH ENTERPRISES,2025,4,2025-Q4,0,252,100
3W,BAGHWAN RIKSHAW UDYOG,2023,1,2023-Q1,0,,
3W,BAGHWAN RIKSHAW UDYOG,2023,2,2023-Q2,20,0,
3W,BAGHWAN RIKSHAW UDYOG,2023,3,2023-Q3,14,20,30
3W,BAGHWAN RIKSHAW UDYOG,2023,4,2023-Q4,6,14,57.14
3W,BAGHWAN RIKSHAW UDYOG,2024,1,2024-Q1,11,6,83.33
3W,BAGHWAN RIKSHAW UDYOG,2024,2,2024-Q2,9,11,18.18
3W,BAGHWAN RIKSHAW UDYOG,2024,3,2024-Q3,13,9,44.44
3W,BAGHWAN RIKSHAW UDYOG,2024,4,2024-Q4,14,13,7.69
3W,BAGHWAN RIKSHAW UDYOG,2025,1,2025-Q1,20,14,42.86
3W,BAGHWAN RIKSHAW UDYOG,2025,2,2025-Q2,15,20,25
3W,BAGHWAN RIKSHAW UDYOG,2025,3,2025-Q3,39,15,160
3W,BAGHWAN RIKSHAW UDYOG,2025,4,2025-Q4,0,39,100
3W,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),2024,1,2024-Q1,1,,
3W,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),2024,2,2024-Q2,2,1,100
3W,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),2024,3,2024-Q3,0,2,100
3W,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),2024,4,2024-Q4,3,0,
3W,BAJAJ AUTO LTD,2023,1,2023-Q1,0,,
3W,BAJAJ AUTO LTD,2023,2,2023-Q2,0,0,
3W,BAJAJ AUTO LTD,2023,3,2023-Q3,0,0,
3W,BAJAJ AUTO LTD,2023,4,2023-Q4,0,0,
3W,BAJAJ AUTO LTD,2024,1,2024-Q1,0,0,
3W,BAJAJ AUTO LTD,2024,2,2024-Q2,0,0,
3W,BAJAJ AUTO LTD,2024,3,2024-Q3,0,0,
3W,BAJAJ AUTO LTD,2024,4,2024-Q4,0,0,
3W,BAJAJ AUTO LTD,2025,1,2025-Q1,0,0,
3W,BAJAJ AUTO LTD,2025,2,2025-Q2,0,0,
3W,BAJAJ AUTO LTD,2025,3,2025-Q3,0,0,
3W,BAJAJ AUTO LTD,2025,4,2025-Q4,0,0,
3W,BAJAJ IMPLEMENTS PVT. LTD,2023,1,2023-Q1,167,,
3W,BAJAJ IMPLEMENTS PVT. LTD,2023,2,2023-Q2,232,167,38.92
3W,BAJAJ IMPLEMENTS PVT. LTD,2023,3,2023-Q3,253,232,9.05
3W,BAJAJ IMPLEMENTS PVT. LTD,2023,4,2023-Q4,295,253,16.6
3W,BAJAJ IMPLEMENTS PVT. LTD,2024,1,2024-Q1,219,295,25.76
3W,BAJAJ IMPLEMENTS PVT. LTD,2024,2,2024-Q2,234,219,6.85
3W,BAJAJ IMPLEMENTS PVT. LTD,2024,3,2024-Q3,243,234,3.85
3W,BAJAJ IMPLEMENTS PVT. LTD,2024,4,2024-Q4,173,243,28.81
3W,BAJAJ IMPLEMENTS PVT. LTD,2025,1,2025-Q1,126,173,27.17
3W,BAJAJ IMPLEMENTS PVT. LTD,2025,2,2025-Q2,118,126,6.35
3W,BAJAJ IMPLEMENTS PVT. LTD,2025,3,2025-Q3,392,118,232.2
3W,BAJAJ IMPLEMENTS PVT. LTD,2025,4,2025-Q4,0,392,100
3W,BAL GOPAL WHEELS PVT LTD,2023,1,2023-Q1,3,,
3W,BAL GOPAL WHEELS PVT LTD,2023,2,2023-Q2,14,3,366.67
3W,BAL GOPAL WHEELS PVT LTD,2023,3,2023-Q3,42,14,200
3W,BAL GOPAL WHEELS PVT LTD,2023,4,2023-Q4,46,42,9.52
3W,BAL GOPAL WHEELS PVT LTD,2024,1,2024-Q1,57,46,23.91
3W,BAL GOPAL WHEELS PVT LTD,2024,2,2024-Q2,27,57,52.63
3W,BAL GOPAL WHEELS PVT LTD,2024,3,2024-Q3,29,27,7.41
3W,BAL GOPAL WHEELS PVT LTD,2024,4,2024-Q4,19,29,34.48
3W,BAL GOPAL WHEELS PVT LTD,2025,1,2025-Q1,16,19,15.79
3W,BAL GOPAL WHEELS PVT LTD,2025,2,2025-Q2,5,16,68.75
3W,BAL GOPAL WHEELS PVT LTD,2025,3,2025-Q3,33,5,560
3W,BAL GOPAL WHEELS PVT LTD,2025,4,2025-Q4,0,33,100
3W,BALAJEE ENGINEERING,2024,1,2024-Q1,6,,
3W,BALAJEE ENGINEERING,2024,2,2024-Q2,0,6,100
3W,BALAJEE ENGINEERING,2024,3,2024-Q3,0,0,
3W,BALAJEE ENGINEERING,2024,4,2024-Q4,0,0,
3W,BALAJI AGRO INDUSTRIES,2024,1,2024-Q1,17,,
3W,BALAJI AGRO INDUSTRIES,2024,2,2024-Q2,17,17,0
3W,BALAJI AGRO INDUSTRIES,2024,3,2024-Q3,16,17,5.88
3W,BALAJI AGRO INDUSTRIES,2024,4,2024-Q4,22,16,37.5
3W,BALAJI ENGINEERING,2024,1,2024-Q1,2,,
3W,BALAJI ENGINEERING,2024,2,2024-Q2,0,2,100
3W,BALAJI ENGINEERING,2024,3,2024-Q3,0,0,
3W,BALAJI ENGINEERING,2024,4,2024-Q4,2,0,
3W,BALAJI TRADING COMPANY,2023,1,2023-Q1,0,,
3W,BALAJI TRADING COMPANY,2023,2,2023-Q2,0,0,
3W,BALAJI TRADING COMPANY,2023,3,2023-Q3,0,0,
3W,BALAJI TRADING COMPANY,2023,4,2023-Q4,7,0,
3W,BALAJI TRADING COMPANY,2024,1,2024-Q1,12,7,71.43
3W,BALAJI TRADING COMPANY,2024,2,2024-Q2,7,12,41.67
3W,BALAJI TRADING COMPANY,2024,3,2024-Q3,31,7,342.86
3W,BALAJI TRADING COMPANY,2024,4,2024-Q4,75,31,141.94
3W,BALAJI TRADING COMPANY,2025,1,2025-Q1,27,75,64
3W,BALAJI TRADING COMPANY,2025,2,2025-Q2,15,27,44.44
3W,BALAJI TRADING COMPANY,2025,3,2025-Q3,66,15,340
3W,BALAJI TRADING COMPANY,2025,4,2025-Q4,0,66,100
3W,BALAN ENGINEERING PVT LTD,2023,1,2023-Q1,14,,
3W,BALAN ENGINEERING PVT LTD,2023,2,2023-Q2,88,14,528.57
3W,BALAN ENGINEERING PVT LTD,2023,3,2023-Q3,36,88,59.09
3W,BALAN ENGINEERING PVT LTD,2023,4,2023-Q4,8,36,77.78
3W,BALAN ENGINEERING PVT LTD,2024,1,2024-Q1,42,8,425
3W,BALAN ENGINEERING PVT LTD,2024,2,2024-Q2,69,42,64.29
3W,BALAN ENGINEERING PVT LTD,2024,3,2024-Q3,4,69,94.2
3W,BALAN ENGINEERING PVT LTD,2024,4,2024-Q4,12,4,200
3W,BALAN ENGINEERING PVT LTD,2025,1,2025-Q1,27,12,125
3W,BALAN ENGINEERING PVT LTD,2025,2,2025-Q2,51,27,88.89
3W,BALAN ENGINEERING PVT LTD,2025,3,2025-Q3,90,51,76.47
3W,BALAN ENGINEERING PVT LTD,2025,4,2025-Q4,0,90,100
3W,BALI AUTO INDUSTRIES,2023,1,2023-Q1,83,,
3W,BALI AUTO INDUSTRIES,2023,2,2023-Q2,80,83,3.61
3W,BALI AUTO INDUSTRIES,2023,3,2023-Q3,37,80,53.75
3W,BALI AUTO INDUSTRIES,2023,4,2023-Q4,74,37,100
3W,BALI AUTO INDUSTRIES,2024,1,2024-Q1,79,74,6.76
3W,BALI AUTO INDUSTRIES,2024,2,2024-Q2,43,79,45.57
3W,BALI AUTO INDUSTRIES,2024,3,2024-Q3,81,43,88.37
3W,BALI AUTO INDUSTRIES,2024,4,2024-Q4,62,81,23.46
3W,BALI AUTO INDUSTRIES,2025,1,2025-Q1,52,62,16.13
3W,BALI AUTO INDUSTRIES,2025,2,2025-Q2,60,52,15.38
3W,BALI AUTO INDUSTRIES,2025,3,2025-Q3,152,60,153.33
3W,BALI AUTO INDUSTRIES,2025,4,2025-Q4,0,152,100
3W,BALJEET ENGG. WORKS,2024,1,2024-Q1,0,,
3W,BALJEET ENGG. WORKS,2024,2,2024-Q2,0,0,
3W,BALJEET ENGG. WORKS,2024,3,2024-Q3,1,0,
3W,BALJEET ENGG. WORKS,2024,4,2024-Q4,0,1,100
3W,BAMUR INDUSTRIES & ENGINEERING PVT LTD,2025,1,2025-Q1,0,,
3W,BAMUR INDUSTRIES & ENGINEERING PVT LTD,2025,2,2025-Q2,0,0,
3W,BAMUR INDUSTRIES & ENGINEERING PVT LTD,2025,3,2025-Q3,2,0,
3W,BAMUR INDUSTRIES & ENGINEERING PVT LTD,2025,4,2025-Q4,0,2,100
3W,BANKU BODY BUILDER,2024,1,2024-Q1,6,,
3W,BANKU BODY BUILDER,2024,2,2024-Q2,6,6,0
3W,BANKU BODY BUILDER,2024,3,2024-Q3,3,6,50
3W,BANKU BODY BUILDER,2024,4,2024-Q4,0,3,100
3W,BANSAL AGRICULTURE IMPLEMENTS,2024,1,2024-Q1,1,,
3W,BANSAL AGRICULTURE IMPLEMENTS,2024,2,2024-Q2,0,1,100
3W,BANSAL AGRICULTURE IMPLEMENTS,2024,3,2024-Q3,0,0,
3W,BANSAL AGRICULTURE IMPLEMENTS,2024,4,2024-Q4,0,0,
3W,BASUDEB ENGINEERING CUTTACK KHAPURIA MADHUPATNA,2024,1,2024-Q1,0,,
3W,BASUDEB ENGINEERING CUTTACK KHAPURIA MADHUPATNA,2024,2,2024-Q2,0,0,
3W,BASUDEB ENGINEERING CUTTACK KHAPURIA MADHUPATNA,2024,3,2024-Q3,0,0,
3W,BASUDEB ENGINEERING CUTTACK KHAPURIA MADHUPATNA,2024,4,2024-Q4,4,0,
3W,"BASUDEB ENGINEERING, CUTTACK",2024,1,2024-Q1,3,,
3W,"BASUDEB ENGINEERING, CUTTACK",2024,2,2024-Q2,5,3,66.67
3W,"BASUDEB ENGINEERING, CUTTACK",2024,3,2024-Q3,2,5,60
3W,"BASUDEB ENGINEERING, CUTTACK",2024,4,2024-Q4,7,2,250
3W,BATTRE ELECTRIC MOBLITY PVT LTD,2024,1,2024-Q1,1143,,
3W,BATTRE ELECTRIC MOBLITY PVT LTD,2024,2,2024-Q2,506,1143,55.73
3W,BATTRE ELECTRIC MOBLITY PVT LTD,2024,3,2024-Q3,655,506,29.45
3W,BATTRE ELECTRIC MOBLITY PVT LTD,2024,4,2024-Q4,798,655,21.83
3W,BAUTI ENGINEERING NAYAGARH ITAMATI,2024,1,2024-Q1,0,,
3W,BAUTI ENGINEERING NAYAGARH ITAMATI,2024,2,2024-Q2,0,0,
3W,BAUTI ENGINEERING NAYAGARH ITAMATI,2024,3,2024-Q3,0,0,
3W,BAUTI ENGINEERING NAYAGARH ITAMATI,2024,4,2024-Q4,1,0,
3W,"BAUTI ENGINEERING,NAYAGARH",2024,1,2024-Q1,2,,
3W,"BAUTI ENGINEERING,NAYAGARH",2024,2,2024-Q2,0,2,100
3W,"BAUTI ENGINEERING,NAYAGARH",2024,3,2024-Q3,0,0,
3W,"BAUTI ENGINEERING,NAYAGARH",2024,4,2024-Q4,0,0,
3W,BAXY LTD,2023,1,2023-Q1,0,,
3W,BAXY LTD,2023,2,2023-Q2,0,0,
3W,BAXY LTD,2023,3,2023-Q3,3,0,
3W,BAXY LTD,2023,4,2023-Q4,387,3,12800
3W,BAXY LTD,2024,1,2024-Q1,956,387,147.03
3W,BAXY LTD,2024,2,2024-Q2,988,956,3.35
3W,BAXY LTD,2024,3,2024-Q3,1258,988,27.33
3W,BAXY LTD,2024,4,2024-Q4,1682,1258,33.7
3W,BAXY LTD,2025,1,2025-Q1,1603,1682,4.7
3W,BAXY LTD,2025,2,2025-Q2,1307,1603,18.47
3W,BAXY LTD,2025,3,2025-Q3,626,1307,52.1
3W,BAXY LTD,2025,4,2025-Q4,0,626,100
3W,BEENA DEVI & SONS INDUSTRIES PVT LTD,2024,1,2024-Q1,0,,
3W,BEENA DEVI & SONS INDUSTRIES PVT LTD,2024,2,2024-Q2,0,0,
3W,BEENA DEVI & SONS INDUSTRIES PVT LTD,2024,3,2024-Q3,1,0,
3W,BEENA DEVI & SONS INDUSTRIES PVT LTD,2024,4,2024-Q4,0,1,100
3W,BEENA DEVI & SONS INDUSTRIES PVT LTD,2025,1,2025-Q1,3,0,
3W,BEENA DEVI & SONS INDUSTRIES PVT LTD,2025,2,2025-Q2,0,3,100
3W,BEENA DEVI & SONS INDUSTRIES PVT LTD,2025,3,2025-Q3,3,0,
3W,BEENA DEVI & SONS INDUSTRIES PVT LTD,2025,4,2025-Q4,0,3,100
3W,BEML LIMITED,2024,1,2024-Q1,2,,
3W,BEML LIMITED,2024,2,2024-Q2,6,2,200
3W,BEML LIMITED,2024,3,2024-Q3,0,6,100
3W,BEML LIMITED,2024,4,2024-Q4,8,0,
3W,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,2024,1,2024-Q1,216,,
3W,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,2024,2,2024-Q2,150,216,30.56
3W,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,2024,3,2024-Q3,85,150,43.33
3W,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,2024,4,2024-Q4,74,85,12.94
3W,BENTINCK INDUSTRIES PVT. LTD.,2023,1,2023-Q1,87,,
3W,BENTINCK INDUSTRIES PVT. LTD.,2023,2,2023-Q2,92,87,5.75
3W,BENTINCK INDUSTRIES PVT. LTD.,2023,3,2023-Q3,92,92,0
3W,BENTINCK INDUSTRIES PVT. LTD.,2023,4,2023-Q4,111,92,20.65
3W,BENTINCK INDUSTRIES PVT. LTD.,2024,1,2024-Q1,74,111,33.33
3W,BENTINCK INDUSTRIES PVT. LTD.,2024,2,2024-Q2,44,74,40.54
3W,BENTINCK INDUSTRIES PVT. LTD.,2024,3,2024-Q3,60,44,36.36
3W,BENTINCK INDUSTRIES PVT. LTD.,2024,4,2024-Q4,54,60,10
3W,BENTINCK INDUSTRIES PVT. LTD.,2025,1,2025-Q1,41,54,24.07
3W,BENTINCK INDUSTRIES PVT. LTD.,2025,2,2025-Q2,81,41,97.56
3W,BENTINCK INDUSTRIES PVT. LTD.,2025,3,2025-Q3,232,81,186.42
3W,BENTINCK INDUSTRIES PVT. LTD.,2025,4,2025-Q4,0,232,100
3W,BENTLEY MOTORS LIMITED,2024,1,2024-Q1,20,,
3W,BENTLEY MOTORS LIMITED,2024,2,2024-Q2,18,20,10
3W,BENTLEY MOTORS LIMITED,2024,3,2024-Q3,15,18,16.67
3W,BENTLEY MOTORS LIMITED,2024,4,2024-Q4,11,15,26.67
3W,BEST WAY AGENCIES PVT LTD,2023,1,2023-Q1,1572,,
3W,BEST WAY AGENCIES PVT LTD,2023,2,2023-Q2,1837,1572,16.86
3W,BEST WAY AGENCIES PVT LTD,2023,3,2023-Q3,2496,1837,35.87
3W,BEST WAY AGENCIES PVT LTD,2023,4,2023-Q4,1997,2496,19.99
3W,BEST WAY AGENCIES PVT LTD,2024,1,2024-Q1,1566,1997,21.58
3W,BEST WAY AGENCIES PVT LTD,2024,2,2024-Q2,1314,1566,16.09
3W,BEST WAY AGENCIES PVT LTD,2024,3,2024-Q3,1674,1314,27.4
3W,BEST WAY AGENCIES PVT LTD,2024,4,2024-Q4,1522,1674,9.08
3W,BEST WAY AGENCIES PVT LTD,2025,1,2025-Q1,1302,1522,14.45
3W,BEST WAY AGENCIES PVT LTD,2025,2,2025-Q2,1489,1302,14.36
3W,BEST WAY AGENCIES PVT LTD,2025,3,2025-Q3,741,1489,50.24
3W,BEST WAY AGENCIES PVT LTD,2025,4,2025-Q4,0,741,100
3W,BESTWAY AGENCIES PVT LTD,2023,1,2023-Q1,32,,
3W,BESTWAY AGENCIES PVT LTD,2023,2,2023-Q2,1,32,96.88
3W,BESTWAY AGENCIES PVT LTD,2023,3,2023-Q3,0,1,100
3W,BESTWAY AGENCIES PVT LTD,2023,4,2023-Q4,0,0,
3W,BESTWAY BANARASH,2023,1,2023-Q1,0,,
3W,BESTWAY BANARASH,2023,2,2023-Q2,4,0,
3W,BESTWAY BANARASH,2023,3,2023-Q3,0,4,100
3W,BESTWAY BANARASH,2023,4,2023-Q4,8,0,
3W,BESTWAY BANARASH,2024,1,2024-Q1,8,8,0
3W,BESTWAY BANARASH,2024,2,2024-Q2,0,8,100
3W,BESTWAY BANARASH,2024,3,2024-Q3,2,0,
3W,BESTWAY BANARASH,2024,4,2024-Q4,1,2,50
